text_combined,label
weekend noms actual flow agree forwarded melissa jones texas utilities 02 12 2001 11 29 kponton duke energy com 02 12 2001 11 02 00 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu cc subject weekend noms actual flow date nom actual flow 2 09 01 46 667 48 029 2 10 01 40 000 41 315 2 11 01 55 833 56 895 volumes mmbtu,0
enron nom february 16 2001 see attached file hplno 216 xls hplno 216 xls,0
2 07 01 gas flow hpl gas control shows terry tufco gas control requested increase 0 0 zero 60 0 effective 1 00 pm tufco gas control requested cut 60 0 0 0 zero effective 1 00 nom 30 0 according hpl gas control records questions please call 713 853 6449 gary forwarded gary hanks hou ect 02 08 2001 10 46 melissa jones 02 08 2001 10 39 05 charlie stone gary green daren j farmer enron com gary hanks enron com carlos j rodriguez enron com earl tisdale enron com david avila liz bellamy enron com ronnie skerik kponton duke energy com cc subject 2 07 01 gas flow show nom teco tap 30 000 actual teco tap 21 814 forwarded melissa jones texas utilities 02 08 2001 10 52 kponton duke energy com 02 08 2001 09 06 50 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu cc subject 2 07 01 gas flow nom 17 500 6 00 pm started 60 000 rate shut 1 00 actual flow 21 076 mcf 21 814 mmbtu,0
revision 2 hpl nom february 10 2001 see attached file hplno 210 xls see attached file hplno 213 xls hplno 210 xls hplno 213 xls,0
hpl nom february 9 2001 see attached file hplno 209 xls hplno 209 xls,0
hpl nom february 8 2001 see attached file hplno 208 xls hplno 208 xls,0
2 07 01 gas flow show nom teco tap 30 000 actual teco tap 21 814 forwarded melissa jones texas utilities 02 08 2001 10 52 kponton duke energy com 02 08 2001 09 06 50 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu cc subject 2 07 01 gas flow nom 17 500 6 00 pm started 60 000 rate shut 1 00 actual flow 21 076 mcf 21 814 mmbtu,0
hpl nom february 14 2001 see attached file hplno 214 xls hplno 214 xls,0
hpl nom february 15 2001 see attached file hplno 215 xls hplno 215 xls,0
day change revision 1 hpl nom february 10 2001 see attached file hplno 210 xls hplno 210 xls,0
hpl nom may 5 7 2001 see attached file hplno 505 xls hplno 505 xls,0
gas day 2 08 01 agree teco tap nom 40 000 actual 41 358 forwarded melissa jones texas utilities 02 09 2001 10 15 kponton duke energy com 02 09 2001 09 15 35 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu cc subject gas day 2 08 01 nom 40 000 mmbtu actual flow 39 959 mcf 41 358 mmbtu,0
nom actual flow 2 12 01 agree forwarded melissa jones texas utilities 02 13 2001 01 46 pm kponton duke energy com 02 13 2001 10 06 17 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu cc subject nom actual flow 2 12 01 nom 37 500 actual flow 39 123,0
hpl nom february 13 2001 see attached file hplno 213 xls hplno 213 xls,0
nom teco tap actual 57 300 forwarded melissa jones texas utilities 02 07 2001 01 28 pm kponton duke energy com 02 07 2001 11 23 38 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu cc subject nom actual flow 2 6 01 nom 61 250 mmbtu actual flow 57 300 mmbtu also discussions w hpl enron yesterday lst showing actual flow rate 30 000 mmbtu whereas showing 30 869 mmbtu 30 869 actually flowed please verify volume hpl enron thanks eileen,0
nom actual may 2 nd agree eileen ponton 05 03 2001 03 12 15 pm david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject nom actual may 2 nd nom mcf mmbtu 32 500 31 829 32 689 btu 1 027,0
nom actual flow vols agree forwarded melissa jones texas utilities 02 14 2001 11 09 kponton duke energy com 02 14 2001 10 53 44 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu cc subject nom actual flow vols teco tap nom 20 000 actual flow 20 059,0
hpl nom february 1 2001 see attached file hplno 201 xls hplno 201 xls,0
hpl nom february 6 2001 see attached file hplno 206 xls hplno 206 xls,0
enron hpl actuals january 31 2001 teco tap 20 000 enron,0
enron hpl actuals january 29 2001 teco tap 28 333 enron,0
hpl nom february 2 2001 see attached file hplno 202 xls hplno 202 xls,0
hpl nom january 31 2001 see attached file hplnol 31 xls hplnol 31 xls,0
enron hpl actuals january 26 28 2001 january 26 28 2001 flow,0
enron hpl actuals january 30 2001 teco tap 18 750 enron,0
enron hpl actuals february 2 4 2001 february 2 2001 teco tap nom 30 000 actual 30 518 enron february 3 2001 flow february 4 2001 teco tap nom 41 250 actual 37 142 enron,0
hpl nom may 8 2001 see attached file hplno 508 xls hplno 508 xls,0
hpl nom february 3 2001 see attached file hplno 203 xls hplno 203 xls,0
hpl nom january 30 2001 see attached file hplnol 30 xls hplnol 30 xls,0
2 5 01 gas flow day agree numbers forwarded melissa jones texas utilities 02 06 2001 11 51 kponton duke energy com 02 06 2001 11 24 08 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu cc subject 2 5 01 gas flow day teco tap noms 32 500 actual flow 34 426 mcf 35 631 mmbtu,0
enron hpl actuals february 1 2001 teco tap 30 000 enron,0
noms actual may 8 th agree eileen ponton 05 08 2001 10 49 40 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual may 8 th nom mcf mmbtu 30 000 29 939 30 748,0
enron hpl actuals january 22 2001 teco tap 60 000 enron,0
enron hpl actuals january 17 2001 teco tap 35 000 enron,0
hpl noms jan 19 2001 see attached file hplnol 19 xls hplnol 19 xls,0
enron hpl actuals january 19 21 2001 jan 19 2001 teco tap 31 667 enron jan 20 2001 teco tap 37 500 enron jan 21 2001 teco tap 40 000 enron,0
hpl nom january 27 2001 see attached file hplnol 27 xls hplnol 27 xls,0
hpl nom january 25 2001 see attached file hplnol 25 xls hplnol 25 xls,0
hpl noms jan 20 22 2001 see attached file hplnol 20 xls hplnol 20 xls,0
hpl noms jan 23 2001 see attached file hplnol 23 xls hplnol 23 xls,0
enron hpl actuals january 24 2001 flow,0
hpl nom january 24 2001 see attached file hplnol 24 xls hplnol 24 xls,0
txu fuels sds nomination february 2001 attached february 2001 nomination takes gas sales purchase contract txu fuel company previously tufco sds please advise questions concerning attached thanks ccs see attached file sdsnom xls sdsnom xls,0
hpl nom january 25 2001 see attached file hplnol 26 xls hplnol 26 xls,0
hpl nom may 9 2001 see attached file hplno 509 xls hplno 509 xls,0
hpl nom january 9 2001 see attached file hplnol 09 xls hplnol 09 xls,0
enron hpl actuals january 10 2001 teco tap 47 500 enron,0
enron hpl actuals january 11 2001 teco tap 51 250 enron,0
hpl nom january 10 2001 see attached file hplnol 10 xls hplnol 10 xls,0
hpl nom revisions see attached file hplnol 12 xls see attached file hplnol 13 xls hplnol 12 xls hplnol 13 xls,0
enron hpl actuals january 15 2001 january 15 2001 teco tap 30 000 enron,0
hpl noms january 6 2001 see attached file hplnol 06 xls hplnol 06 xls,0
enron hpl actuals january 9 2001 teco tap 27 500 enron,0
enron hpl actuals january 16 2001 teco tap 45 000 enron,0
hpl nom may 10 2001 see attached file hplno 510 xls hplno 510 xls,0
hpl noms jan 17 2001 see attached file hplnol 17 xls hplnol 17 xls,0
hpl nom january 13 2001 see attached file hplnol 13 xls hplnol 13 xls,0
enron hpl actuals january 5 7 2001 january 5 2001 teco tap 60 000 enron january 6 2001 flow january 7 2001 teco tap 60 000 enron,0
enron hpl actuals january 12 14 2001 january 12 2001 teco tap 30 000 enron january 13 2001 teco tap 30 000 enron january 14 2001 teco tap 30 000 enron,0
hpl nom january 16 2001 see attached file hplnol 16 xls hplnol 16 xls,0
hpl nom january 18 2001 see attached file hplnol 18 xls hplnol 18 xls,0
hpl nom january 11 2001 see attached file hplnol 11 xls hplnol 11 xls,0
hpl nom january 12 2001 see attached file hplnol 12 xls hplnol 12 xls,0
enron hpl actuals december 20 2000 teco tap 30 000 enron 61 667 hpl gas daily,0
hpl nom may 12 14 2001 see attached file hplno 512 xls hplno 512 xls,0
hpl nom december 21 2000 see attached file hplnl 221 xls hplnl 221 xls,0
hpl nom january 5 2001 see attached file hplnol 05 xls hplnol 05 xls,0
hpl noms dec 30 31 2000 jan 1 2 2001 see attached file hplnl 230 xls see attached file hplnol 01 xls hplnl 230 xls hplnol 01 xls,0
enron actuals dec 28 2000 dec 28 2000 teco tap 30 000 enron 120 000 hpl gas daily lsp hpl katy c 30 000 enron,0
hpl noms revisons dec 27 28 2000 note exxon katy plant operates 7 7 day nomination 22 850 ls exxon katy g started 3 pm 16 hours flow 22 850 rate average 15 233 flow day dec 27 2000 see attached file hplnl 227 xls see attached file hplnl 228 xls hplnl 227 xls hplnl 228 xls,0
enron hpl actuals january 3 2001 teco tap 7 500 enron ls hpl lsk ic 30 000 enron,0
hpl noms dec 29 2000 see attached file hplnl 229 xls hplnl 229 xls,0
txu fuels sds nomination january 2001 attached january 2001 nomination takes gas sales purchase contract txu fuel previously tufco sds please advise questions concerning attached thanks ccs see attached file sdsnom xls sdsnom xls,0
enron actuals dec 21 2000 teco tap 0 000 enron 18 750 hpl gas daily dec 22 2000 teco tap 30 000 enron 80 417 hpl gas daily dec 23 2000 teco tap 0 000 enron 6 250 hpl gas daily dec 24 2000 teco tap 40 000 enron 110 000 hpl gas daily dec 25 2000 teco tap 40 000 enron 110 000 hpl gas daily,0
hpl nom december 22 2000 see attached file hplnl 222 xls hplnl 222 xls,0
enron hpl actuals january 2 2001 teco tap 30 000 enron ls hpl lsk ic 30 000 enron,0
enron actuals dec 26 2000 dec 26 2000 teco tap 30 000 enron 120 000 hpl gas daily lsp hpl katy c 30 000 enron,0
hpl noms january 3 2001 see attached file hplnol 03 xls hplnol 03 xls,0
enron actuals dec 27 2000 dec 27 2000 teco tap 30 000 enron 120 000 hpl gas daily lsp hpl katy c 30 000 enron,0
hpl nom may 11 2001 see attached file hplno 511 xls hplno 511 xls,0
hpl nom december 27 2000 see attached file hplnl 227 xls hplnl 227 xls,0
hpl nom december 27 2000 revision 1 30 ls hpl katy c gas left original version call questions ronnie see attached file hplnl 227 xls hplnl 227 xls,0
enron hpl actuals december 29 2000 january 1 2001 december 29 2000 teco tap 30 000 enron 120 000 hpl gas daily ls hpl lsk ic 30 000 enron december 30 2000 teco tap 120 000 hpl gas daily december 31 2000 teco tap 120 000 hpl gas daily january 1 2001 teco tap 30 000 enron ls hpl lsk ic 30 000 enron,0
hpl nom dec 28 2000 see attached file hplnl 228 xls hplnl 228 xls,0
hpl nom dec 15 2000 see attached file hplnl 216 xls hplnl 216 xls,0
hpl nom dec 16 18 2000 previous nomination dec 15 2000 subject line attached file correct effective dates see attached file hplnl 216 xls hplnl 216 xls,0
hpl nom may 15 2001 see attached file hplno 515 xls hplno 515 xls,0
intra inter gisb keith would please forward intra inter gisb enron dfarmer enron com interested please forward pertinent information thanks lynn,0
enron hpl actuals december 18 2000 teco tap 87 500 hpl gas daily,0
enron hpl actuals december 19 2000 teco tap 25 000 enron 100 000 hpl gas daily,0
hpl nom dec 16 18 2000 sorry one time attached file correct see attached file hplnl 216 xls hplnl 216 xls,0
enron hpl actuals december 14 2000 teco tap 78 125 hpl gas daily,0
hpl nom may 17 2001 see attached file hplno 517 xls hplno 517 xls,0
noms actuals may 14 th agree eileen ponton 05 16 2001 10 40 11 david avila lsp enserch us tu charlie stone energy txu tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com szajac enron com cc subject noms actuals may 14 th nom mcf mmbtu 40 000 40 119 41 202,0
enron hpl actuals december 13 2000 teco tap 37 500 hpl gas daily ls hpl lsk ic 30 000 enron,0
enron hpl nom december 19 2000 see attached file hplnl 219 xls hplnl 219 xls,0
hpl nom dec 15 2000 see attached file hplnl 215 xls hplnl 215 xls,0
enron hpl actuals december 15 17 2000 december 15 2000 teco tap 106 250 hpl gas daily ls hpl lsk ic 30 000 enron december 16 2000 teco tap 5 000 enron 120 000 hpl gas daily december 17 2000 teco tap 2 917 enron 120 000 hpl gas daily,0
hpl nom may 16 2001 see attached file hplno 516 xls hplno 516 xls,0
hpl nom may 18 2001 see attached file hplno 518 xls hplno 518 xls,0
enron hpl nom december 20 2000 see attached file hplnl 220 xls hplnl 220 xls,0
txu fuels sds nomination june 2001 attached june 2001 nomination takes gas sales purchase contract txu fuel company previously tufco sds please advise questions concerning attached thanks ccs see attached file sdsnom xls sdsnom xls,0
hpl nom may 24 2001 see attached file hplno 524 xls hplno 524 xls,0
hpl nom may 19 21 2001 see attached file hplno 519 xls hplno 519 xls,0
unify unix team working unix server unify production runs proton went morning unix team working let know soon unify available n,0
unify gas month end close november 2001 please see attached includes richard pinion changes logistics thanks anwar original message melethil anwar sent wednesday november 14 2001 5 19 pm baxter bryce bussell kathryn dawes cheryl dhont margaret ed terry farmer daren j greif donna hall bob harwell melanie heal kevin howard camp jacobs charles jaquet tammy john lopez kinsey lisa lakho shahnaz lamadrid victor machleit shirley mcclure mark mcfatridge thomas olinger kimberly palmer b scott pinion richard reeves leslie smith george f staab theresa sullivan patti superty robert valderrama lisa wynne rita cc cuccia michael kaspereit michael laurel robert mallak mutaz martinez danny neal steve pena matt roberts steve smith regan sql _ mail stokes darren ward bob warner john zwiers jeff subject unify gas month end close november 2001 attached month end close document gas settlements first mass draft run tomorrow nov 15 ena sales supply 7 00 pm michael cuccia monitoring mass drafts month end thanks anwar original message melethil anwar sent tuesday november 13 2001 3 01 pm baxter bryce hiatt wendy jaquet tammy lakho shahnaz mcclure mark pinion richard wynne rita cc cuccia michael laurel robert mallak mutaz martinez danny neal steve pena matt roberts steve smith regan sql _ mail stokes darren ward bob warner john zwiers jeff subject unify gas month end close november 2001 please review attached month end close document let us know would like make changes sending document tomorrow business leads list thanks much cheers anwar,0
noms actual vols 15 th 16 th agree eileen ponton 05 17 2001 05 43 09 pm david avila lsp enserch us tu charlie stone energy txu tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com szajac enron com cc subject noms actual vols 15 th 16 th date nom mcf mmbtu 5 15 0 417 428 5 16 38 750 38 232 39 264,0
escalation procedures gas logistics desk managers issuing small laminated version attached list contacts escalation unify edi issues small laminated version objective putting richard first list address issues business related education related prior getting folks involved thereby freeing folks work programming fixes enhancements implementation feel escalation procedures providing level support desk requires please let know regards tammy,0
hpl nom may 23 2001 see attached file hplno 523 xls hplno 523 xls,0
noms actual vols 5 18 thru 5 20 agree eileen ponton 05 21 2001 04 01 51 pm david avila lsp enserch us tu charlie stone energy txu tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com szajac enron com cc subject noms actual vols 5 18 thru 5 20 date nom mcf mmbtu 5 18 17 500 17 718 18 197 5 19 30 000 29 053 29 838 5 20 30 000 29 976 30 786,0
unify gas month end close november 2001 attached month end close document gas settlements first mass draft run tomorrow nov 15 ena sales supply 7 00 pm michael cuccia monitoring mass drafts month end thanks anwar original message melethil anwar sent tuesday november 13 2001 3 01 pm baxter bryce hiatt wendy jaquet tammy lakho shahnaz mcclure mark pinion richard wynne rita cc cuccia michael laurel robert mallak mutaz martinez danny neal steve pena matt roberts steve smith regan sql _ mail stokes darren ward bob warner john zwiers jeff subject unify gas month end close november 2001 please review attached month end close document let us know would like make changes sending document tomorrow business leads list thanks much cheers anwar,0
nom actual vols may 17 th agree eileen ponton 05 18 2001 01 44 19 pm david avila lsp enserch us tu charlie stone energy txu tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com szajac enron com cc subject nom actual vols may 17 th nom mcf mmbtu 26 250 28 151 28 911,0
unify production back eol deals highlighted proton machine unify production available patient path manager highlight eol deals yellow thanks n,0
hpl nom may 22 2001 see attached file hplno 522 xls hplno 522 xls,0
nominations agree eileen ponton 05 22 2001 10 56 54 melissa jones texas utilities tu cc subject nominations measurement check flow 12 th 22 176 melissa jones eileen ponton bcc subject nominations 05 22 01 08 48 according records tufco requested volume 22 500 please let know need information eileen ponton 05 21 2001 02 45 04 pm melissa jones texas utilities tu cc subject nominations could please check records see volume tufco requested may 12 th show volume requested 22 500 55 246 flowed something right requested flowed volume normally closer working weekend volumes e mail shortly,0
actual vols 5 22 01 agree eileen ponton 05 23 2001 02 23 15 pm david avila lsp enserch us tu charlie stone energy txu tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com szajac enron com cc subject actual vols 5 22 01 nom mcf mmbtu 27 500 26 406 27 119,0
real time deal updates path manager test group beginning week actively testing changes path manager receive real time deal updates sitara prepare would like limited group schedulers desk go thru quick walkthru training new features sometime early next week take 30 minutes comfortable features performance testing complete would like migrate unify production either next week week give us adequate adjustment period prior next bid week migrated production either roll schedulers selected schedulers via security heather could please schedule time designated schedulers scotty early next week room projector would work best thanks n,0
sitara release changes global due consent assignment volume management fine change name changes still attached original path buy sell deal settlement group make sure new name added deal appropriate statement group attached change flow smoothly thanks donna greif 04 05 2000 01 18 pm kathryn bussell hou ect ect robert cotten hou ect ect mark mcclure hou ect ect gary l payne hou ect richard pinion hou ect ect robert superty hou ect ect george smith hou ect ect katherine l kelly hou ect ect randall l gay hou ect ect daren j farmer hou ect ect edward terry hou ect ect cc dave nommensen hou ect ect diane e niestrath hou ect ect carrie hollomon hou ect ect bryce baxter hou ect ect kathryn cordes hou ect ect dana daigle corp enron enron elizabeth l hernandez hou ect ect julie meyers hou ect ect b scott palmer hou ect ect stephanie sever hou ect ect dianne j swiber hou ect ect peggy hedstrom cal ect ect dianne seib cal ect ect sylvia campos hou ect ect linda bryan hou ect ect faye ellis hou ect ect donna consemiu hou ect ect scott mills hou ect ect russ severson hou ect ect martha stevens hou ect ect karie hastings hou ect ect regina perkins hou ect ect imelda frayre hou ect ect william e kasemervisz hou ect ect hunaid engineer hou ect ect steven gullion hou ect ect larrissa sharma hou ect ect thomas engel hou ect ect subject sitara release changes global due consent assignment fyi change went deal validation group gives ability change counterparties names bridge back impact logistics unify counterparty name change takes place deals bridge backed could cause problems edi pipes new counterparty name flow unify repathing eventually take place one problem may imbalance data sets production yet edi imbalance qtys would match paths may also cause issue scheduled quantities especially nominations sent entire month remember rules one think unify safe guards idiot proofs force pathing unify ability ride duns numbers yet would still cause additional step edi scheduler would need think order get clean quick response impacts vol mgt counterparty name changes take place prior periods pathing call diane dave speaking w hopefully get clear understanding true impact sure need put processes procedures together deal validation follow type changes needed keep posted thanks dg thomas engel 04 05 2000 09 44 kathryn cordes hou ect ect dana daigle corp enron enron elizabeth l hernandez hou ect ect julie meyers hou ect ect b scott palmer hou ect ect stephanie sever hou ect ect dianne j swiber hou ect ect peggy hedstrom cal ect ect dianne seib cal ect ect cc sylvia campos hou ect ect linda bryan hou ect ect faye ellis hou ect ect donna consemiu hou ect ect scott mills hou ect ect russ severson hou ect ect martha stevens hou ect ect karie hastings hou ect ect regina perkins hou ect ect imelda frayre hou ect ect william e kasemervisz hou ect ect hunaid engineer hou ect ect steven gullion hou ect ect larrissa sharma hou ect ect donna greif hou ect ect subject sitara release changes global due consent assignment regarding ability change counterparties deals sitara confirmed volumes tom words caution someone calls wants change counterparty created ability invalidate deal change counterparty however add warning message warning changing counterparty deal confirmed volumes make sure pipeline allows change pipelines allow us change counterparties feedback assume reasons rule used blow old scheduling systems pre unify pipelines require new deal zero old deal make change make sure logistics person aware case causes problems pipeline sorry know pipes ask unify team one rule still place change ena im east ena im market east ena im texas hplc im hplc changing business units must legal entity warning legal entity also beware making contract counterparty changes service deals transport capacity storage cash deal invalidated rules forget items locked reason invalidate service deal change previously locked data validated someone used deals unify highly likely unify deals paths created using deals get corrupted always check someone unify make sure one used deals anything unify forwarded thomas engel hou ect 04 05 2000 09 47 scott mills 04 04 2000 07 38 pm kathryn cordes hou ect ect dana daigle corp enron enron elizabeth l hernandez hou ect ect julie meyers hou ect ect b scott palmer hou ect ect stephanie sever hou ect ect dianne j swiber hou ect ect cc steve jackson hou ect ect thomas engel hou ect ect sylvia campos hou ect ect linda bryan hou ect ect faye ellis hou ect ect donna consemiu hou ect ect subject sitara release changes global due consent assignment release put tuesday evening deal validation able change counterparty deals volume something expected e g confirmed nominated scheduled etc addition release also capture near time contract changes made global means need server bounces necessary new changes contracts show without get deal manager new counterparties new changes facilities require getting active sitara apps except launch pad apps start new app respective information looking appear mention near time constrained amount time takes change global data trigger alert sitara updates information srm x 33548 cyndie balfour flanagan enron 04 04 2000 03 41 pm connie sutton hou ect ect linda bryan hou ect ect kathryn cordes hou ect ect scott mills hou ect ect richard elwood hou ect ect dave nommensen hou ect ect kenneth harmon hou ect ect dana daigle corp enron enron kathryn cordes hou ect ect elizabeth l hernandez hou ect ect julie meyers hou ect ect b scott palmer hou ect ect stephanie sever hou ect ect dianne j swiber hou ect ect gayle horn corp enron enron brant reves hou ect ect russell diamond hou ect ect debbie r brackett hou ect ect steve jackson hou ect ect cc subject changes global due consent assignment following changes made global contracts database due receipt executed consent assignment following contracts current counterparty name contract type contract new counterparty name ces commonwealth energy services gisb 96029892 commonwealth energy services ces samuel gary jr associates inc gisb 96029302 samuel gary jr associates ces south jersey gas company gisb 96029143 south jersey gas company cp name change contract type correction contract type different provided ces per ces ces southwest gas corporation 1 1 98 gisb 96029146 per contract file ces southwest gas corporation 04 14 93 master purchase sale interruptible edit global 96029146 ces southwest gas corporation 12 01 94 master sale firm created new global record accommodate k 96037402 please note southwest gas corporation consented assignment contracts,0
buyer vs seller intercompany deals clarify memo sent yesterday concerning buyer vs seller intercompany deals want make sure everyone understands seller side post sitara deal volume feedback reconciliation report reflect error associated buy side well longer show error generated sales side currently change coincide way sap reports intercompany transactions please let know questions concerns note volume feedback reconciliation report report distribute daily basis thanks rhp forwarded regina perkins hou ect 02 04 2000 10 20 regina perkins 02 03 2000 05 32 pm edward terry hou ect ect katherine l kelly hou ect ect george smith hou ect ect mary smith hou ect ect daren j farmer hou ect ect jim homco hou ect ect randall l gay hou ect ect pat clynes corp enron enron bryce baxter hou ect ect rita wynne hou ect ect gary nelson hou ect ect cc regina perkins hou ect ect scott mills hou ect ect francis lim hou ect ect subject buyer vs seller intercompany deals brought attention sap use buyer governing value associated intercompany deals seller currently sitara captures volume bridged back buy side sales side wanted make sure would impacted change aware sitara would reflected volumes associated intercompany deals concerns please let know soon possible need adjustment made volume feedback reconciliation report reflect change finalized may month two implemented wanted make sure everyone advance notice questions please hesitate contact x 39222 thanks rhp,0
procedure adding new capacity tickets multi desk service utilization order provide ability track transport expense desk sitara modified allow multiple transport capacity tickets service contract provided different desks one tagged primary procedure setting new capacity tickets reflect desks probably first notice via warning error message path manager building new path message read something like source destination 123456 desk imct match service contract 3434 removed b make note deal number service list service contract using new path c open transport capacity deal sitara hit copy new deal change buyer old desk new desk matches supply market deal pathing contract agent change buyer instead change agent new desk primary deal carry actual agent changing buyer causes contract field get blanked select contract various exchange line items primary deal check box un check exchange line item change mdq zero negotiated rates uncheck well primary deal carry mdq negotiated demand commodity fuel hit release e may need retrieve path manager see deal number service list read multiple right click service deals list specific deals f build path originally desired warning error message appear could occur combination desk service contract please file call dave find folder thanks n,0
rollout schedule unify real time deal path updates walk thru demo new functionality held today logistics managers representative schedulers region except texas calgary changes well received revisions requested would like changes migrated production evening tuesday january 18 use morning wednesday january 19 paul could please insure network folks tibco install complete monday including terminal server scotty paul may need one folks insure tibco install works ok terminal server none us access scotty follow calgary texas since missed demo also level security desired rollout selected schedulers logistics dave plan last related items stage monday insure clean tuesday night print filter closed path list app close error msg feel like schedule met please let know become aware thanks n,0
monthly clean bridge back non edi pipes help avoid unify problems bid week must keeping business non edi pipes throughout month rather wait end month clean bridge back staff identified one things logistics could help maintain reasonable performance please make sure know status pipes speak schedulers see keeping data clean bridged expect keep top throughout month asking everyone else work around schedule lets make sure part thanks bob,0
procedure adding new capacity tickets multi desk service utilization revised revision bold pass may need order provide ability track transport expense desk sitara modified allow multiple transport capacity tickets service contract provided different desks one tagged primary procedure setting new capacity tickets reflect desks probably first notice via warning error message path manager building new path message read something like source destination 123456 desk imct match service contract 3434 removed b make note deal number service list service contract using new path c open transport capacity deal sitara hit copy new deal change buyer old desk new desk matches supply market deal pathing deal agent change buyer instead change agent new desk primary deal carry actual agent agent contract get cleared select agent contract changing buyer causes contract field get blanked select pipeline contract various exchange line items primary deal check box un check exchange line item change mdq zero negotiated rates uncheck well primary deal carry mdq negotiated demand commodity fuel hit release e may need retrieve path manager see deal number service list read multiple right click service deals list specific deals f build path originally desired warning error message appear could occur combination desk service contract please file call dave find folder thanks n,0
missing txu lonestar oasis paths stacey looks like missing paths revealed quirk suppression zero paths 4 paths initially entered zero changed non zero later date system correctly determine zero path longer suppressed fixed 4 paths affected corrected code happen screen print nov 22 problem fixed thanks n,0
zero path termination path manager matt ben responding request comments revising path manager expanding parameters path termination process include zero volume paths last day month way speed unify response retrieve times based interviews various desks including aep calgary recent discussions find legitimate business need allow zero volume paths roll month month requirements contracts wellhead gas following recap proposed done regarding zero path termination 1 paths zero last day month exception noted 2 terminate day longer roll following month path termination function run every night paths changed zero retroactively zero future month paths unless volume path future month 2 zero paths marked always send nominations continue roll month month changed nomination option appears hpl 736 paths nigas 1136 paths might paths rolling longer need special one time handling paths coordinated scheduler ready 3 zero paths roll month month using volume management send function cease agree patti regards paths oba tracking please respond via e mail comments richard x 37339,0
pops team temporarily moving allen center please note pops team temporarily moving 3 allen center starting monday 5 15 located 3 ac 3708 till move back enron bldg pops oncall pager 713 796 4149 pops cellular 713 562 2458 also note attending class thru whole next week 5 15 5 19 pops issues please people contact following christine pham x 34202 shawn macphail x 31837 thanks romeo,0
new su bridge new sitara unify bridge monitor production monitor shows deals error state failed queue bridge pending deals going unify sitara find start programs trading sitara su bridge monitor may need load borland bde v 5 0 software use already loaded enhanced monitor make useful tool deal error state sitara side sent unify deal error state unify side sitara sent unify however unify failed deal group sort columns best sort business unit date column shows last time someone edited deal start date stop date begin end date deal sitara deal id well eol deal id indicates deal business unit agent deal contract validation support please edit status p deals deals pending status desk desk transactions awaiting desk approve deal changes deal release deals approver deal access multiple desks hit refresh button query data set auto refresh tool bar build filter business unit multiple reasons expense build filter easier support everyone looking thing new business unit see normally screen full deals error state petro suncor sunoco set reasonable number look sort business unit column want filter may using send excel feature tool bar option file dump excel questions problems please call sitara hotline,0
unify close schedule following close schedule coming month please keep mind following key times unify sitara bridge back 1 45 p friday april 28 th errors must clear time mass draft 6 p friday evening accrual process begins monday may lst 6 changes timeline please ensure contacted soon possible thank melissa x 35615,0
unify close schedule following close schedule coming month please keep mind following key times unify sitara bridge back 1 45 p wednesday may 31 st errors must clear time mass draft 6 p wednesday evening accrual process begins thursday june lst 6 changes timeline please ensure contacted soon possible thanks mechelle x 37278,0
unify performance problem wednesday fyi forwarded brenda f herod hou ect 05 05 2000 09 01 rita wynne 05 05 2000 08 11 brenda f herod hou ect ect cc subject unify performance problem wednesday fyi forwarded rita wynne hou ect 05 05 2000 08 10 dave nommensen 05 04 2000 06 56 pm george smith hou ect ect edward terry hou ect ect tricia bowen hou ect ect randall l gay hou ect ect patti sullivan hou ect ect pat clynes corp enron enron carlos j rodriguez hou ect ect robert superty hou ect ect bryce baxter hou ect ect rita wynne hou ect ect donna greif hou ect ect cc jeff johnson corp enron enron tommy j yanowski hou ect ect beth perlman hou ect ect scott williamson hou ect ect jim ogg hou ect ect regan smith hou ect ect kenneth harmon hou ect ect subject unify performance problem wednesday aware unify system experienced significant performance problems wednesday approx 9 30 11 20 duration problem due type system behavior experienced problem exacerbated multitude additional user logins thinking fresh login might work better additional logins never improve performance generally degrade another story actually single user 21 sessions bounce server twice bring system back normal level performance good news found caused problem particular user particular report process actually intentional change specific table done numerous times past particular change drastic side effects contacted sybase problem see help determine behavior feature bug meanwhile types changes night scheduled outages apologize frustration anxiety extra work brought problem take every precaution see happen questions comments please feel free give call dave n,0
